"BOROUGH","NEIGHBORHOOD","TYPE OF HOME","NUMBER OF SALES","LOWEST SALE PRICE","AVERAGE SALE PRICE","MEDIAN SALE PRICE","HIGHEST SALE PRICE","YEAR"
"QUEENS","MASPETH","03 THREE FAMILY HOMES","18","$400,000","$608,778","$595,000","$870,000","2011"
"QUEENS","MASPETH","02 TWO FAMILY HOMES","83","$150,000","$470,344","$479,000","$900,000","2011"
"QUEENS","MASPETH","01 ONE FAMILY HOMES","66","$175,000","$426,832","$436,750","$675,000","2011"
"QUEENS","LONG ISLAND CITY","03 THREE FAMILY HOMES","7","$233,333","$672,000","$605,000","$999,000","2011"
"QUEENS","LONG ISLAND CITY","02 TWO FAMILY HOMES","15","$206,021","$624,768","$605,000","$1,165,000","2011"
"QUEENS","LONG ISLAND CITY","01 ONE FAMILY HOMES","6","$275,000","$454,583","$386,250","$800,000","2011"
"QUEENS","LITTLE NECK","02 TWO FAMILY HOMES","8","$200,000","$698,125","$736,000","$887,000","2011"
"QUEENS","LITTLE NECK","01 ONE FAMILY HOMES","51","$300,000","$719,060","$645,000","$2,300,000","2011"
"QUEENS","LAURELTON","02 TWO FAMILY HOMES","44","$150,000","$322,025","$299,485","$712,775","2011"
"QUEENS","LAURELTON","01 ONE FAMILY HOMES","103","$155,000","$308,860","$325,000","$620,000","2011"
"QUEENS","KEW GARDENS","03 THREE FAMILY HOMES","3","$161,600","$370,533","$200,000","$750,000","2011"
"QUEENS","KEW GARDENS","02 TWO FAMILY HOMES","12","$290,000","$460,722","$462,500","$600,000","2011"
"QUEENS","KEW GARDENS","01 ONE FAMILY HOMES","20","$160,000","$664,925","$745,000","$1,220,000","2011"
"QUEENS","JAMAICA HILLS","02 TWO FAMILY HOMES","20","$183,000","$430,418","$421,000","$645,000","2011"
"QUEENS","JAMAICA HILLS","01 ONE FAMILY HOMES","26","$150,000","$436,779","$465,000","$715,000","2011"
"QUEENS","JAMAICA ESTATES","03 THREE FAMILY HOMES","1","$677,000","$677,000","$677,000","$677,000","2011"
"QUEENS","JAMAICA ESTATES","02 TWO FAMILY HOMES","3","$250,000","$541,000","$608,000","$765,000","2011"
"QUEENS","JAMAICA ESTATES","01 ONE FAMILY HOMES","54","$212,000","$725,162","$727,000","$1,217,900","2011"
"QUEENS","JAMAICA BAY","02 TWO FAMILY HOMES","4","$175,000","$310,000","$260,000","$545,000","2011"
"QUEENS","JAMAICA BAY","01 ONE FAMILY HOMES","2","$185,000","$210,000","$210,000","$235,000","2011"
"QUEENS","JAMAICA","03 THREE FAMILY HOMES","18","$244,000","$571,907","$560,000","$946,972","2011"
"QUEENS","JAMAICA","02 TWO FAMILY HOMES","39","$150,425","$381,585","$340,000","$720,000","2011"
"QUEENS","JAMAICA","01 ONE FAMILY HOMES","26","$225,000","$350,852","$327,500","$596,743","2011"
"QUEENS","JACKSON HEIGHTS","03 THREE FAMILY HOMES","21","$200,000","$646,048","$665,000","$960,000","2011"
"QUEENS","JACKSON HEIGHTS","02 TWO FAMILY HOMES","72","$250,000","$573,646","$555,000","$925,000","2011"
"QUEENS","JACKSON HEIGHTS","01 ONE FAMILY HOMES","68","$150,000","$473,002","$478,750","$850,000","2011"
"QUEENS","HOWARD BEACH","03 THREE FAMILY HOMES","3","$396,000","$528,000","$550,000","$638,000","2011"
"QUEENS","HOWARD BEACH","02 TWO FAMILY HOMES","28","$430,000","$583,571","$582,500","$720,000","2011"
"QUEENS","HOWARD BEACH","01 ONE FAMILY HOMES","76","$150,000","$539,546","$555,000","$1,100,000","2011"
"QUEENS","HOLLISWOOD","03 THREE FAMILY HOMES","1","$445,000","$445,000","$445,000","$445,000","2011"
"QUEENS","HOLLISWOOD","02 TWO FAMILY HOMES","3","$650,000","$741,667","$725,000","$850,000","2011"
"QUEENS","HOLLISWOOD","01 ONE FAMILY HOMES","29","$156,700","$731,123","$680,000","$1,495,000","2011"
"QUEENS","HOLLIS HILLS","01 ONE FAMILY HOMES","31","$210,000","$661,274","$628,000","$1,150,000","2011"
"QUEENS","HOLLIS","03 THREE FAMILY HOMES","11","$230,000","$452,313","$425,000","$610,423","2011"
"QUEENS","HOLLIS","02 TWO FAMILY HOMES","55","$165,000","$341,636","$340,000","$600,000","2011"
"QUEENS","HOLLIS","01 ONE FAMILY HOMES","134","$150,000","$316,458","$321,600","$580,000","2011"
"QUEENS","HILLCREST","02 TWO FAMILY HOMES","1","$460,000","$460,000","$460,000","$460,000","2011"
"QUEENS","HILLCREST","01 ONE FAMILY HOMES","13","$355,000","$487,490","$475,000","$773,870","2011"
"QUEENS","HAMMELS","03 THREE FAMILY HOMES","2","$250,000","$375,000","$375,000","$500,000","2011"
"QUEENS","HAMMELS","02 TWO FAMILY HOMES","14","$150,000","$258,956","$255,426","$500,000","2011"
"QUEENS","HAMMELS","01 ONE FAMILY HOMES","7","$180,000","$289,214","$294,000","$412,000","2011"
"QUEENS","GLENDALE","03 THREE FAMILY HOMES","10","$470,000","$776,364","$820,200","$916,425","2011"
"QUEENS","GLENDALE","02 TWO FAMILY HOMES","53","$150,000","$467,155","$480,000","$644,000","2011"
"QUEENS","GLENDALE","01 ONE FAMILY HOMES","61","$170,000","$410,581","$410,000","$780,000","2011"
"QUEENS","GLEN OAKS","02 TWO FAMILY HOMES","4","$300,000","$442,500","$465,000","$540,000","2011"
"QUEENS","GLEN OAKS","01 ONE FAMILY HOMES","25","$225,000","$459,620","$432,500","$960,000","2011"
"QUEENS","FRESH MEADOWS","02 TWO FAMILY HOMES","9","$285,505","$623,312","$670,000","$842,500","2011"
"QUEENS","FRESH MEADOWS","01 ONE FAMILY HOMES","61","$255,763","$622,772","$625,000","$1,225,000","2011"
"QUEENS","FOREST HILLS","03 THREE FAMILY HOMES","1","$825,000","$825,000","$825,000","$825,000","2011"
"QUEENS","FOREST HILLS","02 TWO FAMILY HOMES","17","$209,000","$817,147","$663,000","$1,575,000","2011"
"QUEENS","FOREST HILLS","01 ONE FAMILY HOMES","121","$180,000","$888,770","$745,638","$2,600,000","2011"
"QUEENS","FLUSHING-SOUTH","03 THREE FAMILY HOMES","10","$250,000","$635,150","$625,000","$990,000","2011"
"QUEENS","FLUSHING-SOUTH","02 TWO FAMILY HOMES","39","$200,000","$574,317","$545,000","$960,000","2011"
"QUEENS","FLUSHING-SOUTH","01 ONE FAMILY HOMES","166","$205,000","$552,039","$525,000","$1,390,000","2011"
"QUEENS","FLUSHING-NORTH","03 THREE FAMILY HOMES","37","$200,000","$784,722","$848,000","$1,350,000","2011"
"QUEENS","FLUSHING-NORTH","02 TWO FAMILY HOMES","170","$150,000","$714,866","$728,000","$2,250,000","2011"
"QUEENS","FLUSHING-NORTH","01 ONE FAMILY HOMES","345","$155,000","$599,979","$583,500","$1,925,000","2011"
"QUEENS","FLORAL PARK","03 THREE FAMILY HOMES","1","$615,000","$615,000","$615,000","$615,000","2011"
"QUEENS","FLORAL PARK","02 TWO FAMILY HOMES","6","$360,000","$497,164","$494,750","$695,000","2011"
"QUEENS","FLORAL PARK","01 ONE FAMILY HOMES","80","$180,000","$485,943","$470,000","$840,000","2011"
"QUEENS","FAR ROCKAWAY","03 THREE FAMILY HOMES","19","$167,056","$295,726","$270,000","$436,020","2011"
"QUEENS","FAR ROCKAWAY","02 TWO FAMILY HOMES","74","$150,000","$374,603","$328,500","$1,400,000","2011"
"QUEENS","FAR ROCKAWAY","01 ONE FAMILY HOMES","56","$160,000","$440,361","$387,000","$995,000","2011"
"QUEENS","ELMHURST","03 THREE FAMILY HOMES","46","$175,000","$756,789","$787,500","$1,401,926","2011"
"QUEENS","ELMHURST","02 TWO FAMILY HOMES","104","$235,000","$592,375","$550,525","$2,570,000","2011"
"QUEENS","ELMHURST","01 ONE FAMILY HOMES","59","$200,000","$502,855","$530,000","$820,000","2011"
"QUEENS","EAST ELMHURST","03 THREE FAMILY HOMES","13","$300,000","$560,661","$569,000","$801,000","2011"
"QUEENS","EAST ELMHURST","02 TWO FAMILY HOMES","58","$155,000","$486,000","$477,500","$865,512","2011"
"QUEENS","EAST ELMHURST","01 ONE FAMILY HOMES","35","$151,553","$362,111","$355,000","$760,000","2011"
"QUEENS","DOUGLASTON","03 THREE FAMILY HOMES","1","$925,000","$925,000","$925,000","$925,000","2011"
"QUEENS","DOUGLASTON","02 TWO FAMILY HOMES","3","$740,000","$763,333","$740,000","$810,000","2011"
"QUEENS","DOUGLASTON","01 ONE FAMILY HOMES","44","$283,400","$801,643","$725,000","$2,225,000","2011"
"QUEENS","CORONA","03 THREE FAMILY HOMES","64","$150,000","$655,437","$650,000","$997,885","2011"
"QUEENS","CORONA","02 TWO FAMILY HOMES","89","$150,000","$434,753","$420,000","$850,000","2011"
"QUEENS","CORONA","01 ONE FAMILY HOMES","21","$175,000","$374,998","$375,000","$725,000","2011"
"QUEENS","COLLEGE POINT","03 THREE FAMILY HOMES","6","$540,000","$699,348","$698,751","$880,786","2011"
"QUEENS","COLLEGE POINT","02 TWO FAMILY HOMES","76","$182,000","$617,852","$582,500","$999,800","2011"
"QUEENS","COLLEGE POINT","01 ONE FAMILY HOMES","53","$180,000","$474,711","$458,000","$1,060,000","2011"
"QUEENS","CAMBRIA HEIGHTS","02 TWO FAMILY HOMES","4","$245,000","$340,000","$337,500","$440,000","2011"
"QUEENS","CAMBRIA HEIGHTS","01 ONE FAMILY HOMES","53","$151,000","$314,575","$350,000","$435,000","2011"
"QUEENS","BROAD CHANNEL","01 ONE FAMILY HOMES","17","$156,450","$294,356","$255,000","$510,000","2011"
"QUEENS","BRIARWOOD","03 THREE FAMILY HOMES","5","$530,000","$696,000","$670,000","$850,000","2011"
"QUEENS","BRIARWOOD","02 TWO FAMILY HOMES","3","$343,350","$572,783","$575,000","$800,000","2011"
"QUEENS","BRIARWOOD","01 ONE FAMILY HOMES","14","$187,000","$415,839","$425,000","$745,000","2011"
"QUEENS","BELLEROSE","03 THREE FAMILY HOMES","2","$465,000","$521,875","$521,875","$578,750","2011"
"QUEENS","BELLEROSE","02 TWO FAMILY HOMES","16","$235,000","$495,939","$482,500","$815,000","2011"
"QUEENS","BELLEROSE","01 ONE FAMILY HOMES","70","$200,000","$427,627","$420,700","$755,000","2011"
"QUEENS","BELLE HARBOR","02 TWO FAMILY HOMES","26","$225,000","$658,692","$672,500","$980,000","2011"
"QUEENS","BELLE HARBOR","01 ONE FAMILY HOMES","26","$193,000","$754,712","$600,000","$3,200,000","2011"
"QUEENS","BEECHHURST","03 THREE FAMILY HOMES","2","$640,000","$732,500","$732,500","$825,000","2011"
"QUEENS","BEECHHURST","02 TWO FAMILY HOMES","4","$500,000","$596,825","$575,000","$737,300","2011"
"QUEENS","BEECHHURST","01 ONE FAMILY HOMES","18","$153,486","$792,053","$805,000","$1,230,000","2011"
"QUEENS","BAYSIDE","03 THREE FAMILY HOMES","10","$600,000","$843,100","$842,500","$1,120,000","2011"
"QUEENS","BAYSIDE","02 TWO FAMILY HOMES","74","$220,000","$777,350","$765,000","$2,500,000","2011"
"QUEENS","BAYSIDE","01 ONE FAMILY HOMES","225","$205,000","$662,144","$638,000","$1,650,000","2011"
"QUEENS","ASTORIA","03 THREE FAMILY HOMES","39","$215,000","$731,063","$780,000","$1,250,000","2011"
"QUEENS","ASTORIA","02 TWO FAMILY HOMES","109","$310,000","$670,933","$682,000","$1,400,000","2011"
"QUEENS","ASTORIA","01 ONE FAMILY HOMES","36","$250,000","$555,005","$553,500","$822,000","2011"
"QUEENS","ARVERNE","03 THREE FAMILY HOMES","8","$200,000","$358,188","$385,000","$468,000","2011"
"QUEENS","ARVERNE","02 TWO FAMILY HOMES","77","$168,000","$496,865","$581,420","$896,060","2011"
"QUEENS","ARVERNE","01 ONE FAMILY HOMES","12","$160,000","$256,488","$247,500","$434,500","2011"
"BROOKLYN","WYCKOFF HEIGHTS","03 THREE FAMILY HOMES","8","$160,000","$344,008","$335,000","$575,000","2011"
"BROOKLYN","WYCKOFF HEIGHTS","02 TWO FAMILY HOMES","12","$177,500","$415,142","$462,500","$520,000","2011"
"BROOKLYN","WYCKOFF HEIGHTS","01 ONE FAMILY HOMES","2","$345,000","$377,500","$377,500","$410,000","2011"
"BROOKLYN","WINDSOR TERRACE","03 THREE FAMILY HOMES","11","$200,000","$947,727","$1,030,000","$1,500,000","2011"
"BROOKLYN","WINDSOR TERRACE","02 TWO FAMILY HOMES","22","$475,000","$920,945","$878,900","$1,605,000","2011"
"BROOKLYN","WINDSOR TERRACE","01 ONE FAMILY HOMES","12","$225,000","$860,825","$839,500","$1,500,000","2011"
"BROOKLYN","WILLIAMSBURG-SOUTH","03 THREE FAMILY HOMES","6","$205,000","$905,832","$960,000","$1,435,000","2011"
"BROOKLYN","WILLIAMSBURG-SOUTH","02 TWO FAMILY HOMES","2","$325,000","$583,500","$583,500","$842,000","2011"
"BROOKLYN","WILLIAMSBURG-SOUTH","01 ONE FAMILY HOMES","1","$670,000","$670,000","$670,000","$670,000","2011"
"BROOKLYN","WILLIAMSBURG-NORTH","03 THREE FAMILY HOMES","4","$398,000","$969,500","$1,115,000","$1,250,000","2011"
"BROOKLYN","WILLIAMSBURG-NORTH","02 TWO FAMILY HOMES","8","$749,000","$1,285,483","$982,500","$2,700,000","2011"
"BROOKLYN","WILLIAMSBURG-NORTH","01 ONE FAMILY HOMES","1","$885,000","$885,000","$885,000","$885,000","2011"
"BROOKLYN","WILLIAMSBURG-EAST","03 THREE FAMILY HOMES","9","$325,000","$693,373","$750,000","$930,000","2011"
"BROOKLYN","WILLIAMSBURG-EAST","02 TWO FAMILY HOMES","25","$455,000","$778,032","$750,000","$1,315,000","2011"
"BROOKLYN","WILLIAMSBURG-EAST","01 ONE FAMILY HOMES","9","$285,000","$554,667","$550,000","$875,000","2011"
"BROOKLYN","WILLIAMSBURG-CENTRAL","03 THREE FAMILY HOMES","9","$221,000","$421,148","$335,000","$951,000","2011"
"BROOKLYN","WILLIAMSBURG-CENTRAL","02 TWO FAMILY HOMES","8","$177,000","$525,250","$505,000","$950,000","2011"
"BROOKLYN","SUNSET PARK","03 THREE FAMILY HOMES","39","$300,500","$752,825","$800,000","$990,000","2011"
"BROOKLYN","SUNSET PARK","02 TWO FAMILY HOMES","124","$155,000","$746,550","$762,500","$1,343,000","2011"
"BROOKLYN","SUNSET PARK","01 ONE FAMILY HOMES","10","$310,000","$510,900","$542,500","$680,000","2011"
"BROOKLYN","SPRING CREEK","02 TWO FAMILY HOMES","26","$417,984","$429,382","$419,656","$472,708","2011"
"BROOKLYN","SPRING CREEK","01 ONE FAMILY HOMES","23","$249,916","$258,432","$249,920","$284,558","2011"
"BROOKLYN","SHEEPSHEAD BAY","03 THREE FAMILY HOMES","6","$375,000","$630,333","$636,500","$899,000","2011"
"BROOKLYN","SHEEPSHEAD BAY","02 TWO FAMILY HOMES","78","$247,500","$555,347","$582,500","$855,000","2011"
"BROOKLYN","SHEEPSHEAD BAY","01 ONE FAMILY HOMES","57","$191,000","$490,182","$480,000","$1,350,000","2011"
"BROOKLYN","SEAGATE","03 THREE FAMILY HOMES","5","$540,000","$602,868","$565,000","$774,342","2011"
"BROOKLYN","SEAGATE","02 TWO FAMILY HOMES","6","$370,000","$425,167","$425,000","$471,000","2011"
"BROOKLYN","SEAGATE","01 ONE FAMILY HOMES","7","$300,000","$492,337","$496,860","$770,000","2011"
"BROOKLYN","RED HOOK","02 TWO FAMILY HOMES","4","$825,000","$1,147,025","$1,100,300","$1,562,500","2011"
"BROOKLYN","RED HOOK","01 ONE FAMILY HOMES","1","$572,500","$572,500","$572,500","$572,500","2011"
"BROOKLYN","PROSPECT HEIGHTS","03 THREE FAMILY HOMES","4","$737,500","$1,227,875","$1,362,000","$1,450,000","2011"
"BROOKLYN","PROSPECT HEIGHTS","02 TWO FAMILY HOMES","11","$432,756","$1,071,787","$1,020,000","$1,897,000","2011"
"BROOKLYN","PROSPECT HEIGHTS","01 ONE FAMILY HOMES","2","$288,990","$384,495","$384,495","$480,000","2011"
"BROOKLYN","PARK SLOPE SOUTH","03 THREE FAMILY HOMES","18","$500,000","$1,064,333","$1,044,000","$1,500,000","2011"
"BROOKLYN","PARK SLOPE SOUTH","02 TWO FAMILY HOMES","38","$232,650","$1,045,691","$1,013,250","$2,000,000","2011"
"BROOKLYN","PARK SLOPE SOUTH","01 ONE FAMILY HOMES","12","$475,000","$1,027,167","$830,000","$2,200,000","2011"
"BROOKLYN","PARK SLOPE","03 THREE FAMILY HOMES","28","$800,000","$1,561,929","$1,565,000","$2,528,000","2011"
"BROOKLYN","PARK SLOPE","02 TWO FAMILY HOMES","59","$525,000","$1,835,539","$1,800,000","$3,600,000","2011"
"BROOKLYN","PARK SLOPE","01 ONE FAMILY HOMES","9","$900,000","$1,857,222","$1,775,000","$2,750,000","2011"
"BROOKLYN","OLD MILL BASIN","03 THREE FAMILY HOMES","3","$530,000","$565,000","$565,000","$600,000","2011"
"BROOKLYN","OLD MILL BASIN","02 TWO FAMILY HOMES","27","$191,000","$421,230","$425,000","$620,000","2011"
"BROOKLYN","OLD MILL BASIN","01 ONE FAMILY HOMES","54","$150,000","$338,318","$325,000","$585,000","2011"
"BROOKLYN","OCEAN PARKWAY-SOUTH","03 THREE FAMILY HOMES","9","$190,000","$710,500","$662,500","$1,400,000","2011"
"BROOKLYN","OCEAN PARKWAY-SOUTH","02 TWO FAMILY HOMES","42","$200,000","$821,075","$649,000","$2,375,000","2011"
"BROOKLYN","OCEAN PARKWAY-SOUTH","01 ONE FAMILY HOMES","25","$300,000","$1,716,805","$810,000","$10,250,000","2011"
"BROOKLYN","OCEAN PARKWAY-NORTH","03 THREE FAMILY HOMES","6","$750,000","$905,000","$860,500","$1,250,000","2011"
"BROOKLYN","OCEAN PARKWAY-NORTH","02 TWO FAMILY HOMES","63","$156,000","$819,259","$650,000","$2,200,000","2011"
"BROOKLYN","OCEAN PARKWAY-NORTH","01 ONE FAMILY HOMES","48","$166,500","$969,766","$667,750","$6,000,000","2011"
"BROOKLYN","OCEAN HILL","03 THREE FAMILY HOMES","67","$150,000","$445,168","$455,000","$895,704","2011"
"BROOKLYN","OCEAN HILL","02 TWO FAMILY HOMES","100","$150,000","$353,950","$317,000","$838,000","2011"
"BROOKLYN","OCEAN HILL","01 ONE FAMILY HOMES","5","$294,000","$473,035","$514,000","$645,000","2011"
"BROOKLYN","NAVY YARD","03 THREE FAMILY HOMES","1","$390,000","$390,000","$390,000","$390,000","2011"
"BROOKLYN","NAVY YARD","02 TWO FAMILY HOMES","1","$730,000","$730,000","$730,000","$730,000","2011"
"BROOKLYN","NAVY YARD","01 ONE FAMILY HOMES","1","$490,000","$490,000","$490,000","$490,000","2011"
"BROOKLYN","MILL BASIN","02 TWO FAMILY HOMES","21","$240,000","$733,865","$750,000","$1,125,000","2011"
"BROOKLYN","MILL BASIN","01 ONE FAMILY HOMES","31","$491,000","$901,676","$860,000","$2,100,000","2011"
"BROOKLYN","MIDWOOD","03 THREE FAMILY HOMES","4","$550,000","$622,783","$620,566","$700,000","2011"
"BROOKLYN","MIDWOOD","02 TWO FAMILY HOMES","33","$325,000","$622,170","$615,000","$1,100,000","2011"
"BROOKLYN","MIDWOOD","01 ONE FAMILY HOMES","69","$222,500","$763,236","$700,000","$3,750,000","2011"
"BROOKLYN","MARINE PARK","03 THREE FAMILY HOMES","3","$470,000","$549,900","$494,700","$685,000","2011"
"BROOKLYN","MARINE PARK","02 TWO FAMILY HOMES","35","$210,000","$497,714","$483,000","$985,000","2011"
"BROOKLYN","MARINE PARK","01 ONE FAMILY HOMES","93","$180,000","$470,370","$456,750","$970,000","2011"
"BROOKLYN","MANHATTAN BEACH","02 TWO FAMILY HOMES","12","$700,000","$1,062,500","$965,000","$1,530,000","2011"
"BROOKLYN","MANHATTAN BEACH","01 ONE FAMILY HOMES","23","$560,000","$1,441,848","$1,250,000","$3,500,000","2011"
"BROOKLYN","MADISON","03 THREE FAMILY HOMES","2","$859,000","$889,500","$889,500","$920,000","2011"
"BROOKLYN","MADISON","02 TWO FAMILY HOMES","40","$165,000","$630,363","$592,000","$1,200,000","2011"
"BROOKLYN","MADISON","01 ONE FAMILY HOMES","62","$182,500","$618,585","$615,000","$1,217,000","2011"
"BROOKLYN","KENSINGTON","03 THREE FAMILY HOMES","6","$625,000","$734,000","$708,000","$878,000","2011"
"BROOKLYN","KENSINGTON","02 TWO FAMILY HOMES","15","$250,000","$575,927","$580,000","$920,000","2011"
"BROOKLYN","KENSINGTON","01 ONE FAMILY HOMES","3","$460,000","$601,000","$663,000","$680,000","2011"
"BROOKLYN","GREENPOINT","03 THREE FAMILY HOMES","16","$200,000","$728,740","$875,000","$1,250,000","2011"
"BROOKLYN","GREENPOINT","02 TWO FAMILY HOMES","35","$300,000","$770,830","$700,000","$1,290,000","2011"
"BROOKLYN","GREENPOINT","01 ONE FAMILY HOMES","4","$475,000","$711,750","$711,000","$950,000","2011"
"BROOKLYN","GRAVESEND","03 THREE FAMILY HOMES","33","$220,000","$786,000","$835,000","$999,999","2011"
"BROOKLYN","GRAVESEND","02 TWO FAMILY HOMES","119","$150,000","$589,144","$628,000","$1,255,000","2011"
"BROOKLYN","GRAVESEND","01 ONE FAMILY HOMES","35","$200,000","$481,010","$500,000","$680,000","2011"
"BROOKLYN","GOWANUS","03 THREE FAMILY HOMES","7","$500,000","$773,357","$669,500","$1,300,000","2011"
"BROOKLYN","GOWANUS","02 TWO FAMILY HOMES","22","$495,440","$1,144,625","$1,015,000","$3,000,000","2011"
"BROOKLYN","GOWANUS","01 ONE FAMILY HOMES","5","$298,333","$764,947","$550,000","$1,835,000","2011"
"BROOKLYN","GERRITSEN BEACH","02 TWO FAMILY HOMES","6","$150,000","$353,667","$375,000","$512,000","2011"
"BROOKLYN","GERRITSEN BEACH","01 ONE FAMILY HOMES","34","$170,000","$345,224","$349,800","$680,000","2011"
"BROOKLYN","FORT GREENE","03 THREE FAMILY HOMES","9","$525,000","$1,171,667","$1,050,000","$2,000,000","2011"
"BROOKLYN","FORT GREENE","02 TWO FAMILY HOMES","18","$175,000","$1,257,694","$1,275,000","$2,100,000","2011"
"BROOKLYN","FORT GREENE","01 ONE FAMILY HOMES","4","$350,000","$1,070,000","$990,000","$1,950,000","2011"
"BROOKLYN","FLATLANDS","02 TWO FAMILY HOMES","22","$224,000","$432,768","$484,500","$570,000","2011"
"BROOKLYN","FLATLANDS","01 ONE FAMILY HOMES","27","$210,000","$356,997","$374,400","$470,000","2011"
"BROOKLYN","FLATBUSH-NORTH","03 THREE FAMILY HOMES","12","$212,000","$451,428","$455,000","$665,000","2011"
"BROOKLYN","FLATBUSH-NORTH","02 TWO FAMILY HOMES","32","$165,000","$348,649","$364,500","$525,000","2011"
"BROOKLYN","FLATBUSH-NORTH","01 ONE FAMILY HOMES","16","$160,000","$318,873","$332,500","$470,000","2011"
"BROOKLYN","FLATBUSH-LEFFERTS GARDEN","03 THREE FAMILY HOMES","1","$585,000","$585,000","$585,000","$585,000","2011"
"BROOKLYN","FLATBUSH-LEFFERTS GARDEN","02 TWO FAMILY HOMES","24","$230,000","$546,748","$553,857","$960,000","2011"
"BROOKLYN","FLATBUSH-LEFFERTS GARDEN","01 ONE FAMILY HOMES","24","$260,000","$769,208","$800,000","$1,570,000","2011"
"BROOKLYN","FLATBUSH-EAST","03 THREE FAMILY HOMES","18","$150,000","$408,025","$415,000","$585,000","2011"
"BROOKLYN","FLATBUSH-EAST","02 TWO FAMILY HOMES","87","$175,000","$393,618","$380,000","$800,000","2011"
"BROOKLYN","FLATBUSH-EAST","01 ONE FAMILY HOMES","101","$160,000","$387,818","$365,000","$850,000","2011"
"BROOKLYN","FLATBUSH-CENTRAL","03 THREE FAMILY HOMES","10","$234,000","$460,850","$496,500","$775,000","2011"
"BROOKLYN","FLATBUSH-CENTRAL","02 TWO FAMILY HOMES","39","$150,000","$444,798","$420,000","$1,341,431","2011"
"BROOKLYN","FLATBUSH-CENTRAL","01 ONE FAMILY HOMES","49","$185,000","$862,120","$875,000","$1,600,000","2011"
"BROOKLYN","EAST NEW YORK","03 THREE FAMILY HOMES","53","$167,310","$358,659","$365,000","$687,857","2011"
"BROOKLYN","EAST NEW YORK","02 TWO FAMILY HOMES","160","$150,000","$334,773","$331,950","$710,000","2011"
"BROOKLYN","EAST NEW YORK","01 ONE FAMILY HOMES","33","$152,100","$277,383","$276,500","$550,000","2011"
"BROOKLYN","DYKER HEIGHTS","03 THREE FAMILY HOMES","14","$380,000","$892,500","$847,500","$1,540,000","2011"
"BROOKLYN","DYKER HEIGHTS","02 TWO FAMILY HOMES","56","$290,000","$721,396","$715,000","$1,005,000","2011"
"BROOKLYN","DYKER HEIGHTS","01 ONE FAMILY HOMES","44","$300,000","$620,553","$590,000","$1,900,000","2011"
"BROOKLYN","DOWNTOWN-FULTON MALL","01 ONE FAMILY HOMES","1","$3,400,000","$3,400,000","$3,400,000","$3,400,000","2011"
"BROOKLYN","DOWNTOWN-FULTON FERRY","02 TWO FAMILY HOMES","1","$519,034","$519,034","$519,034","$519,034","2011"
"BROOKLYN","CYPRESS HILLS","03 THREE FAMILY HOMES","15","$220,000","$356,600","$325,000","$525,000","2011"
"BROOKLYN","CYPRESS HILLS","02 TWO FAMILY HOMES","80","$150,000","$326,195","$313,000","$519,500","2011"
"BROOKLYN","CYPRESS HILLS","01 ONE FAMILY HOMES","20","$150,000","$272,163","$282,500","$397,471","2011"
"BROOKLYN","CROWN HEIGHTS","03 THREE FAMILY HOMES","23","$225,000","$468,453","$375,000","$875,000","2011"
"BROOKLYN","CROWN HEIGHTS","02 TWO FAMILY HOMES","86","$155,000","$438,822","$451,250","$910,000","2011"
"BROOKLYN","CROWN HEIGHTS","01 ONE FAMILY HOMES","37","$150,000","$509,876","$480,000","$1,050,000","2011"
"BROOKLYN","CONEY ISLAND","03 THREE FAMILY HOMES","4","$350,000","$473,750","$497,500","$550,000","2011"
"BROOKLYN","CONEY ISLAND","02 TWO FAMILY HOMES","1","$212,000","$212,000","$212,000","$212,000","2011"
"BROOKLYN","CONEY ISLAND","01 ONE FAMILY HOMES","17","$240,000","$349,524","$363,000","$412,000","2011"
"BROOKLYN","COBBLE HILL-WEST","03 THREE FAMILY HOMES","1","$1,075,000","$1,075,000","$1,075,000","$1,075,000","2011"
"BROOKLYN","COBBLE HILL-WEST","02 TWO FAMILY HOMES","4","$280,000","$698,125","$775,000","$962,500","2011"
"BROOKLYN","COBBLE HILL","03 THREE FAMILY HOMES","2","$2,175,000","$2,787,500","$2,787,500","$3,400,000","2011"
"BROOKLYN","COBBLE HILL","02 TWO FAMILY HOMES","9","$712,500","$2,175,278","$2,690,000","$3,080,000","2011"
"BROOKLYN","COBBLE HILL","01 ONE FAMILY HOMES","3","$1,198,000","$1,838,700","$1,699,100","$2,619,000","2011"
"BROOKLYN","CLINTON HILL","03 THREE FAMILY HOMES","14","$300,000","$830,357","$785,250","$1,715,000","2011"
"BROOKLYN","CLINTON HILL","02 TWO FAMILY HOMES","30","$300,000","$1,079,600","$1,100,000","$2,090,000","2011"
"BROOKLYN","CLINTON HILL","01 ONE FAMILY HOMES","3","$999,000","$1,576,333","$1,800,000","$1,930,000","2011"
"BROOKLYN","CARROLL GARDENS","03 THREE FAMILY HOMES","19","$220,255","$1,281,892","$1,410,000","$2,375,000","2011"
"BROOKLYN","CARROLL GARDENS","02 TWO FAMILY HOMES","15","$200,000","$1,201,807","$1,187,000","$2,400,000","2011"
"BROOKLYN","CARROLL GARDENS","01 ONE FAMILY HOMES","1","$1,305,000","$1,305,000","$1,305,000","$1,305,000","2011"
"BROOKLYN","CANARSIE","03 THREE FAMILY HOMES","26","$200,000","$496,771","$519,500","$640,000","2011"
